21.67,21:23:29.438169,2,2021-05-25,1007.07,49.50,801436
19.00,21:23:32.556115,3,2021-05-25,1007.14,57.40,895124
20.29,21:23:35.675443,4,2021-05-25,1007.00,60.78,12586787
20.42,21:23:38.795480,5,2021-05-25,1006.37,50.76,12004480
20.29,21:23:42.916302,0,2021-05-25,1007.36,55.57,1521863
20.55,21:23:46.035599,1,2021-05-25,1006.72,52.58,11040165
21.71,21:23:49.153386,2,2021-05-25,1007.08,49.50,798570
18.99,21:23:52.271323,3,2021-05-25,1007.15,57.61,894527
20.29,21:23:55.392038,4,2021-05-25,1006.97,61.02,12586787
20.41,21:23:58.511323,5,2021-05-25,1006.33,50.87,11991052
20.30,21:24:02.632418,0,2021-05-25,1007.34,55.57,1519275
20.55,21:24:05.751626,1,2021-05-25,1006.73,52.71,11006161
21.74,21:24:08.869417,2,2021-05-25,1007.12,49.41,800000
19.02,21:24:11.987732,3,2021-05-25,1007.13,57.82,892144
20.31,21:24:15.106947,4,2021-05-25,1007.01,61.15,12586787
20.42,21:24:18.226068,5,2021-05-25,1006.38,51.31,12017938
20.32,21:24:22.346834,0,2021-05-25,1007.33,55.54,1512416
20.56,21:24:25.476190,1,2021-05-25,1006.75,52.99,10961146
21.77,21:24:28.594788,2,2021-05-25,1007.08,49.18,798570
19.03,21:24:31.712345,3,2021-05-25,1007.13,57.95,893334
20.29,21:24:34.831673,4,2021-05-25,1007.02,60.64,12586787
20.40,21:24:37.951054,5,2021-05-25,1006.37,51.05,12004480
20.29,21:24:42.071975,0,2021-05-25,1007.37,55.52,1513270
20.54,21:24:45.192243,1,2021-05-25,1006.76,52.70,10994872
21.77,21:24:48.310170,2,2021-05-25,1007.08,49.15,797620
19.04,21:24:51.428201,3,2021-05-25,1007.13,57.80,892739
20.28,21:24:54.547375,4,2021-05-25,1007.08,60.37,12586787
20.40,21:24:57.666371,5,2021-05-25,1006.40,51.26,11991052
20.28,21:25:01.788545,0,2021-05-25,1007.36,55.50,1514981
20.54,21:25:04.907991,1,2021-05-25,1006.77,52.83,10983607
21.74,21:25:08.025936,2,2021-05-25,1007.11,49.14,795725
19.03,21:25:11.143570,3,2021-05-25,1007.16,57.84,895124
20.27,21:25:14.262833,4,2021-05-25,1007.04,59.83,12586787
20.40,21:25:17.382181,5,2021-05-25,1006.38,51.30,12017938
20.28,21:25:21.503149,0,2021-05-25,1007.36,55.56,1510711
20.53,21:25:24.622504,1,2021-05-25,1006.75,52.73,10972365
21.70,21:25:27.740644,2,2021-05-25,1007.08,49.25,798095
19.03,21:25:30.858780,3,2021-05-25,1007.12,57.81,893930
20.28,21:25:33.977526,4,2021-05-25,1007.04,60.26,12586787
20.39,21:25:37.096800,5,2021-05-25,1006.38,51.23,12017938
20.24,21:25:41.217601,0,2021-05-25,1007.37,55.42,1512416
20.52,21:25:44.336779,1,2021-05-25,1006.78,52.47,10894310
21.58,21:25:47.454860,2,2021-05-25,1007.12,49.18,801436
19.02,21:25:50.572574,3,2021-05-25,1007.13,57.84,892144
20.27,21:25:53.691678,4,2021-05-25,1007.02,60.22,12586787
20.38,21:25:56.811270,5,2021-05-25,1006.39,51.15,12031426
20.20,21:26:00.932210,0,2021-05-25,1007.36,55.31,1514125
20.51,21:26:04.051628,1,2021-05-25,1006.78,52.45,10938776
21.51,21:26:07.169378,2,2021-05-25,1007.10,49.34,801916
19.03,21:26:10.287523,3,2021-05-25,1007.18,57.82,890958
20.26,21:26:13.407199,4,2021-05-25,1007.08,60.36,12586787
20.35,21:26:16.526321,5,2021-05-25,1006.39,50.81,12017938
20.17,21:26:20.646366,0,2021-05-25,1007.38,55.24,1521863
20.50,21:26:23.765561,1,2021-05-25,1006.76,52.60,10961146
21.40,21:26:26.883462,2,2021-05-25,1007.09,49.40,804805
19.02,21:26:30.001376,3,2021-05-25,1007.14,57.77,893334
20.26,21:26:33.120990,4,2021-05-25,1007.06,59.97,12586787
20.33,21:26:36.241426,5,2021-05-25,1006.40,50.92,12044944
20.14,21:26:40.362421,0,2021-05-25,1007.40,55.24,1514981
20.49,21:26:43.481683,1,2021-05-25,1006.79,52.79,10916498
21.29,21:26:46.599230,2,2021-05-25,1007.10,49.53,805289
19.02,21:26:49.717439,3,2021-05-25,1007.17,57.77,892739
20.26,21:26:52.837150,4,2021-05-25,1007.06,60.00,12586787
20.31,21:26:55.956358,5,2021-05-25,1006.41,50.94,12017938
20.13,21:27:00.077173,0,2021-05-25,1007.40,55.30,1520137
20.47,21:27:03.196372,1,2021-05-25,1006.75,52.50,10949950
21.17,21:27:06.314251,2,2021-05-25,1007.09,49.81,809668
19.02,21:27:09.432391,3,2021-05-25,1007.18,57.84,892144
20.23,21:27:12.551671,4,2021-05-25,1007.03,60.03,12586787
20.30,21:27:15.671044,5,2021-05-25,1006.41,50.88,12031426
20.13,21:27:19.792282,0,2021-05-25,1007.42,55.41,1515838
20.45,21:27:22.911585,1,2021-05-25,1006.76,52.40,10894310
20.99,21:27:26.032884,2,2021-05-25,1007.10,50.24,810648
19.01,21:27:29.151135,3,2021-05-25,1007.16,57.78,889775
20.24,21:27:32.270806,4,2021-05-25,1007.07,59.90,12586787
20.30,21:27:35.389918,5,2021-05-25,1006.40,50.95,12017938
20.14,21:27:39.511167,0,2021-05-25,1007.39,55.37,1513270
20.46,21:27:42.630713,1,2021-05-25,1006.74,52.54,10916498
20.87,21:27:45.748457,2,2021-05-25,1007.11,50.55,813107
19.00,21:27:48.866180,3,2021-05-25,1007.13,57.86,892739
20.24,21:27:51.985505,4,2021-05-25,1007.05,59.75,12586787
20.32,21:27:55.104648,5,2021-05-25,1006.44,51.31,12004480
20.15,21:27:59.225552,0,2021-05-25,1007.44,55.41,1509860
20.45,21:28:02.344816,1,2021-05-25,1006.77,52.66,10883249
20.77,21:28:05.462580,2,2021-05-25,1007.16,50.82,816576
19.00,21:28:08.580667,3,2021-05-25,1007.15,57.88,890366
20.22,21:28:11.700802,4,2021-05-25,1007.08,59.81,12586787
20.31,21:28:14.819907,5,2021-05-25,1006.42,51.03,12058493
20.12,21:28:18.941300,0,2021-05-25,1007.42,55.29,1512416
20.43,21:28:22.060727,1,2021-05-25,1006.75,52.37,10894310
20.78,21:28:25.178507,2,2021-05-25,1007.16,50.96,815582
18.99,21:28:28.296193,3,2021-05-25,1007.18,57.89,892144
20.23,21:28:31.415400,4,2021-05-25,1007.06,59.80,12586787
20.30,21:28:34.534478,5,2021-05-25,1006.44,50.94,12058493
20.13,21:28:38.655434,0,2021-05-25,1007.43,55.39,1511563
20.42,21:28:41.774535,1,2021-05-25,1006.75,52.30,10872212
20.83,21:28:44.892444,2,2021-05-25,1007.13,50.91,813601
18.99,21:28:48.010626,3,2021-05-25,1007.17,57.88,889184
20.24,21:28:51.129902,4,2021-05-25,1007.10,59.74,12586787
20.28,21:28:54.249412,5,2021-05-25,1006.39,50.89,12044944
20.09,21:28:58.370777,0,2021-05-25,1007.42,55.35,1513270
20.41,21:29:01.489900,1,2021-05-25,1006.79,52.41,10806452
20.81,21:29:04.607911,2,2021-05-25,1007.15,50.93,813107
19.00,21:29:07.725537,3,2021-05-25,1007.22,57.84,891551
20.22,21:29:10.845791,4,2021-05-25,1007.09,59.38,12586787
20.28,21:29:13.964996,5,2021-05-25,1006.40,50.89,12031426
20.11,21:29:18.085654,0,2021-05-25,1007.39,55.45,1510711
20.42,21:29:21.204878,1,2021-05-25,1006.77,52.54,10773870
20.82,21:29:24.322601,2,2021-05-25,1007.16,50.88,812122
18.99,21:29:27.440778,3,2021-05-25,1007.16,57.87,892739
20.22,21:29:30.560015,4,2021-05-25,1007.08,59.19,12586787
20.29,21:29:33.679305,5,2021-05-25,1006.42,51.00,12017938
20.12,21:29:37.800223,0,2021-05-25,1007.44,55.38,1510711
20.40,21:29:40.919737,1,2021-05-25,1006.76,52.45,10850203
20.72,21:29:44.038126,2,2021-05-25,1007.14,50.98,814095
18.98,21:29:47.155999,3,2021-05-25,1007.15,57.88,892739
20.19,21:29:50.275212,4,2021-05-25,1007.05,59.05,12586787
20.28,21:29:53.394165,5,2021-05-25,1006.37,50.92,12031426
20.11,21:29:57.514907,0,2021-05-25,1007.40,55.38,1505618
20.39,21:30:00.633893,1,2021-05-25,1006.77,52.22,10784709
20.63,21:30:03.751831,2,2021-05-25,1007.15,51.16,818071
18.98,21:30:06.869669,3,2021-05-25,1007.21,57.85,888006
20.18,21:30:09.988934,4,2021-05-25,1007.07,58.92,12586787
20.28,21:30:13.108161,5,2021-05-25,1006.42,50.90,12004480
20.10,21:30:17.229414,0,2021-05-25,1007.42,55.44,1505618
20.38,21:30:20.348984,1,2021-05-25,1006.75,52.33,10741484
20.55,21:30:23.466744,2,2021-05-25,1007.15,51.38,821079
18.97,21:30:26.584514,3,2021-05-25,1007.19,57.93,891551
20.18,21:30:29.703772,4,2021-05-25,1007.09,59.18,12586787
20.28,21:30:32.822843,5,2021-05-25,1006.40,50.88,12004480
20.07,21:30:36.943788,0,2021-05-25,1007.43,55.37,1506465
20.38,21:30:40.063114,1,2021-05-25,1006.78,52.27,10741484
20.50,21:30:43.181292,2,2021-05-25,1007.14,51.59,820074
18.97,21:30:46.299106,3,2021-05-25,1007.16,57.92,889184
20.18,21:30:49.418380,4,2021-05-25,1007.09,59.12,12586787
20.28,21:30:52.537562,5,2021-05-25,1006.38,51.02,12004480
20.08,21:30:56.658400,0,2021-05-25,1007.41,55.43,1504773
20.39,21:30:59.777993,1,2021-05-25,1006.77,52.48,10698603
20.46,21:31:02.894931,2,2021-05-25,1007.15,51.64,819071
18.97,21:31:06.012783,3,2021-05-25,1007.16,57.92,889775
20.19,21:31:09.132081,4,2021-05-25,1007.03,59.09,12586787
20.27,21:31:12.253705,5,2021-05-25,1006.40,50.92,12031426
20.10,21:31:16.373853,0,2021-05-25,1007.42,55.36,1504773
20.39,21:31:19.492991,1,2021-05-25,1006.76,52.46,10752257
20.41,21:31:22.611263,2,2021-05-25,1007.17,51.80,824109
18.97,21:31:25.728990,3,2021-05-25,1007.19,57.96,888595
20.19,21:31:28.850738,4,2021-05-25,1007.05,58.89,12586787
20.27,21:31:31.970011,5,2021-05-25,1006.39,50.94,12017938
20.11,21:31:36.091360,0,2021-05-25,1007.37,55.42,1509010
20.39,21:31:39.210679,1,2021-05-25,1006.76,52.27,10687937
20.38,21:31:42.328381,2,2021-05-25,1007.12,51.86,823602
18.97,21:31:45.447772,3,2021-05-25,1007.16,57.90,889775
20.18,21:31:48.567560,4,2021-05-25,1007.07,58.81,12586787
20.27,21:31:51.686513,5,2021-05-25,1006.39,50.85,11977654
20.06,21:31:55.807412,0,2021-05-25,1007.38,55.23,1512416
20.40,21:31:58.926475,1,2021-05-25,1006.78,52.38,10709291
20.34,21:32:02.045104,2,2021-05-25,1007.13,51.94,823096
18.97,21:32:05.162398,3,2021-05-25,1007.15,57.88,891551
20.19,21:32:08.281614,4,2021-05-25,1007.03,58.69,12586787
20.26,21:32:11.401053,5,2021-05-25,1006.39,50.79,12004480
20.04,21:32:15.521941,0,2021-05-25,1007.39,55.29,1508160
20.40,21:32:18.644187,1,2021-05-25,1006.73,52.36,10698603
20.32,21:32:21.761878,2,2021-05-25,1007.13,52.05,820576
18.96,21:32:24.879710,3,2021-05-25,1007.18,57.80,890366
20.20,21:32:27.998983,4,2021-05-25,1007.05,58.61,12586787
20.25,21:32:31.118218,5,2021-05-25,1006.39,50.83,12017938
20.06,21:32:35.240564,0,2021-05-25,1007.36,55.41,1512416
20.38,21:32:38.359726,1,2021-05-25,1006.71,52.26,10709291
20.31,21:32:41.477924,2,2021-05-25,1007.13,52.15,820074
18.96,21:32:44.595733,3,2021-05-25,1007.15,57.89,891551
20.18,21:32:47.715214,4,2021-05-25,1007.03,58.61,12586787
20.24,21:32:50.834156,5,2021-05-25,1006.38,50.80,12017938
20.06,21:32:54.958235,0,2021-05-25,1007.34,55.42,1509010
20.38,21:32:58.077709,1,2021-05-25,1006.73,52.22,10698603
20.30,21:33:01.195467,2,2021-05-25,1007.14,52.21,822591
18.96,21:33:04.312291,3,2021-05-25,1007.17,57.87,889184
20.18,21:33:07.431480,4,2021-05-25,1007.03,58.61,12586787
20.24,21:33:10.550919,5,2021-05-25,1006.40,50.82,12031426
20.04,21:33:14.671597,0,2021-05-25,1007.37,55.36,1512416
20.38,21:33:17.791092,1,2021-05-25,1006.71,52.35,10645482
20.32,21:33:20.909007,2,2021-05-25,1007.14,52.25,824616
18.95,21:33:24.026706,3,2021-05-25,1007.17,57.86,889184
20.16,21:33:27.145874,4,2021-05-25,1007.01,58.30,12586787
20.23,21:33:30.265227,5,2021-05-25,1006.35,50.77,12017938
20.03,21:33:34.385869,0,2021-05-25,1007.37,55.49,1503085
20.35,21:33:37.505235,1,2021-05-25,1006.73,52.23,10645482
20.42,21:33:40.623041,2,2021-05-25,1007.13,52.66,819572
18.97,21:33:43.741235,3,2021-05-25,1007.13,58.30,889775
20.14,21:33:46.860740,4,2021-05-25,1007.02,58.35,12586787
20.23,21:33:49.979947,5,2021-05-25,1006.35,50.95,11964286
20.06,21:33:54.101298,0,2021-05-25,1007.39,55.79,1499721
20.37,21:33:57.220884,1,2021-05-25,1006.75,52.44,10613862
18.99,21:34:03.346681,3,2021-05-25,1007.16,58.12,887418
20.18,21:34:06.465929,4,2021-05-25,1007.03,58.65,12586787
20.25,21:34:09.586721,5,2021-05-25,1006.39,51.21,11950948
20.08,21:34:27.049783,0,2021-05-25,1007.40,55.76,1509010
20.38,21:34:30.169271,1,2021-05-25,1006.72,52.47,10582429
22.91,21:34:33.287136,2,2021-05-25,1007.17,56.35,758348
19.00,21:34:36.404940,3,2021-05-25,1007.16,57.77,887418
20.19,21:34:39.524011,4,2021-05-25,1007.02,58.40,12586787
20.28,21:34:42.644181,5,2021-05-25,1006.36,51.13,11991052
20.12,21:34:46.764731,0,2021-05-25,1007.38,55.73,1503929
20.40,21:34:49.883809,1,2021-05-25,1006.73,52.62,10592886
22.34,21:34:53.001741,2,2021-05-25,1007.14,50.16,779523
19.01,21:34:56.119595,3,2021-05-25,1007.13,57.92,887418
20.22,21:34:59.238987,4,2021-05-25,1007.02,58.51,12586787
20.29,21:35:02.358304,5,2021-05-25,1006.36,51.14,11924361
20.13,21:35:06.479112,0,2021-05-25,1007.40,55.68,1502243
20.41,21:35:09.597605,1,2021-05-25,1006.74,52.54,10571993
21.94,21:35:12.715425,2,2021-05-25,1007.12,49.67,787772
19.02,21:35:15.833515,3,2021-05-25,1007.14,57.84,885073
20.21,21:35:18.952666,4,2021-05-25,1007.02,58.39,12586787
20.30,21:35:22.072054,5,2021-05-25,1006.37,51.05,11937640
20.14,21:35:26.192697,0,2021-05-25,1007.38,55.67,1495536
20.42,21:35:29.311989,1,2021-05-25,1006.68,52.58,10520118
21.67,21:35:32.430079,2,2021-05-25,1007.11,49.74,795725
19.02,21:35:35.548223,3,2021-05-25,1007.15,57.82,887418
20.23,21:35:38.667397,4,2021-05-25,1007.00,58.39,12586787
20.31,21:35:41.786449,5,2021-05-25,1006.37,51.01,11950948
20.16,21:35:45.907212,0,2021-05-25,1007.35,55.62,1495536
20.42,21:35:49.026188,1,2021-05-25,1006.71,52.50,10499511
21.48,21:35:52.144251,2,2021-05-25,1007.11,50.05,801436
19.01,21:35:55.262132,3,2021-05-25,1007.14,57.88,886244
20.24,21:35:58.381598,4,2021-05-25,1007.04,58.24,12586787
20.30,21:36:01.501066,5,2021-05-25,1006.33,50.91,11964286
20.17,21:36:05.622321,0,2021-05-25,1007.37,55.52,1493869
20.42,21:36:08.741600,1,2021-05-25,1006.72,52.45,10499511
21.34,21:36:11.859401,2,2021-05-25,1007.10,50.27,802396
19.01,21:36:14.977330,3,2021-05-25,1007.13,57.88,885658
20.26,21:36:18.096435,4,2021-05-25,1007.02,58.11,12586787
20.31,21:36:21.215521,5,2021-05-25,1006.37,51.10,11924361
20.17,21:36:25.336385,0,2021-05-25,1007.37,55.53,1502243
20.44,21:36:28.455587,1,2021-05-25,1006.73,52.53,10489237
21.22,21:36:31.573463,2,2021-05-25,1007.08,50.47,804805
19.02,21:36:34.691442,3,2021-05-25,1007.13,57.88,885658
20.27,21:36:37.810982,4,2021-05-25,1007.05,58.27,12586787
20.31,21:36:40.930134,5,2021-05-25,1006.40,50.98,11924361
20.20,21:36:45.051194,0,2021-05-25,1007.39,55.55,1498882
20.44,21:36:48.170928,1,2021-05-25,1006.73,52.45,10499511
21.15,21:36:51.288507,2,2021-05-25,1007.11,50.74,805289
19.02,21:36:54.406208,3,2021-05-25,1007.16,57.82,887418
20.28,21:36:57.525548,4,2021-05-25,1007.05,58.13,12586787
20.32,21:37:00.645907,5,2021-05-25,1006.39,51.02,11924361
20.19,21:37:04.766766,0,2021-05-25,1007.36,55.48,1490546
20.45,21:37:07.885933,1,2021-05-25,1006.72,52.50,10448344
21.07,21:37:11.003729,2,2021-05-25,1007.05,50.88,807716
19.01,21:37:14.121740,3,2021-05-25,1007.12,57.93,888006
20.28,21:37:17.242200,4,2021-05-25,1007.06,57.98,12586787
20.33,21:37:20.361438,5,2021-05-25,1006.34,51.08,11871540
20.17,21:37:24.482365,0,2021-05-25,1007.34,55.45,1495536
20.44,21:37:27.601599,1,2021-05-25,1006.69,52.39,10458537
21.00,21:37:30.719366,2,2021-05-25,1007.10,50.97,806743
19.02,21:37:33.839320,3,2021-05-25,1007.12,57.97,884489
20.26,21:37:36.959543,4,2021-05-25,1007.03,58.02,12586787
20.32,21:37:40.078914,5,2021-05-25,1006.35,50.87,11871540
20.16,21:37:44.199597,0,2021-05-25,1007.33,55.38,1492205
20.43,21:37:47.319134,1,2021-05-25,1006.71,52.26,10417882
20.94,21:37:50.438523,2,2021-05-25,1007.11,51.01,810158
19.01,21:37:53.556155,3,2021-05-25,1007.13,57.97,886830
20.26,21:37:56.675464,4,2021-05-25,1007.01,58.02,12586787
20.31,21:37:59.793583,5,2021-05-25,1006.34,50.95,11911112
20.17,21:38:03.914499,0,2021-05-25,1007.34,55.41,1493869
20.42,21:38:07.036807,1,2021-05-25,1006.70,52.31,10458537
20.90,21:38:10.154635,2,2021-05-25,1007.09,51.15,810158
19.00,21:38:13.272501,3,2021-05-25,1007.14,57.97,886830
20.26,21:38:16.391621,4,2021-05-25,1007.03,57.92,12586787
20.31,21:38:19.511363,5,2021-05-25,1006.37,50.84,11897892
20.17,21:38:23.633465,0,2021-05-25,1007.35,55.38,1490546
20.41,21:38:26.752557,1,2021-05-25,1006.73,52.20,10428016
20.88,21:38:29.870522,2,2021-05-25,1007.10,51.20,810158
19.00,21:38:32.988322,3,2021-05-25,1007.12,57.95,885658
20.25,21:38:36.107530,4,2021-05-25,1007.00,57.80,12586787
20.32,21:38:39.226338,5,2021-05-25,1006.34,50.90,11911112
20.19,21:38:43.347077,0,2021-05-25,1007.30,55.39,1488889
20.42,21:38:46.466553,1,2021-05-25,1006.66,52.33,10438170
20.85,21:38:49.584403,2,2021-05-25,1007.08,51.28,809179
18.98,21:38:52.702337,3,2021-05-25,1007.13,57.99,885073
20.26,21:38:55.821598,4,2021-05-25,1006.99,57.83,12586787
20.31,21:38:58.941037,5,2021-05-25,1006.37,50.83,11897892
20.18,21:39:03.061835,0,2021-05-25,1007.29,55.40,1487237
20.43,21:39:06.181362,1,2021-05-25,1006.70,52.34,10357488
20.84,21:39:09.299217,2,2021-05-25,1007.06,51.35,809668
18.98,21:39:12.416871,3,2021-05-25,1007.12,58.01,884489
20.27,21:39:15.536151,4,2021-05-25,1006.99,57.90,12586787
20.31,21:39:18.655355,5,2021-05-25,1006.35,50.99,11884701
20.17,21:39:22.776128,0,2021-05-25,1007.37,55.33,1487237
20.42,21:39:25.895502,1,2021-05-25,1006.69,52.24,10397673
20.81,21:39:29.013143,2,2021-05-25,1007.09,51.31,811630
18.98,21:39:32.131307,3,2021-05-25,1007.12,58.01,886830
20.27,21:39:35.250846,4,2021-05-25,1007.00,57.80,12586787
20.31,21:39:38.369955,5,2021-05-25,1006.35,50.87,11911112
20.19,21:39:42.491356,0,2021-05-25,1007.31,55.45,1485588
20.42,21:39:45.610856,1,2021-05-25,1006.65,52.21,10377542
20.80,21:39:48.728579,2,2021-05-25,1007.06,51.46,811630
18.98,21:39:51.846165,3,2021-05-25,1007.11,57.99,886244
20.27,21:39:54.965412,4,2021-05-25,1006.94,57.86,12586787
20.31,21:39:58.085806,5,2021-05-25,1006.33,50.95,11897892
20.19,21:40:02.206530,0,2021-05-25,1007.35,55.40,1483943
20.42,21:40:05.325560,1,2021-05-25,1006.67,52.26,10357488
20.79,21:40:08.443475,2,2021-05-25,1007.07,51.47,812614
18.98,21:40:11.561493,3,2021-05-25,1007.10,57.97,885658
20.27,21:40:14.681534,4,2021-05-25,1007.00,57.82,12586787
20.30,21:40:17.800905,5,2021-05-25,1006.34,50.94,11911112
20.17,21:40:21.921955,0,2021-05-25,1007.34,55.35,1487237
20.41,21:40:25.041433,1,2021-05-25,1006.70,52.22,10347491
20.79,21:40:28.159199,2,2021-05-25,1007.08,51.44,808203
18.98,21:40:31.279319,3,2021-05-25,1007.12,57.98,886244
20.27,21:40:34.398508,4,2021-05-25,1007.01,57.72,12586787
20.31,21:40:37.517860,5,2021-05-25,1006.32,51.02,11884701
20.18,21:40:41.638560,0,2021-05-25,1007.31,55.40,1480663
20.43,21:40:44.757776,1,2021-05-25,1006.70,52.34,10347491
20.77,21:40:47.882775,2,2021-05-25,1007.07,51.49,808203
18.98,21:40:51.000860,3,2021-05-25,1007.10,57.99,884489
20.28,21:40:54.120118,4,2021-05-25,1006.96,57.77,12586787
20.32,21:40:57.239325,5,2021-05-25,1006.31,51.01,11858408
20.21,21:41:01.360117,0,2021-05-25,1007.29,55.44,1483943
20.44,21:41:04.482355,1,2021-05-25,1006.68,52.36,10307693
20.76,21:41:07.600577,2,2021-05-25,1007.07,51.56,811630
18.98,21:41:10.718559,3,2021-05-25,1007.09,57.99,886244
20.27,21:41:13.837812,4,2021-05-25,1006.97,57.71,12586787
20.30,21:41:16.956793,5,2021-05-25,1006.33,50.85,11858408
20.17,21:41:21.082236,0,2021-05-25,1007.33,55.32,1483943
20.42,21:41:24.201559,1,2021-05-25,1006.65,52.17,10367505
20.75,21:41:27.319405,2,2021-05-25,1007.00,51.49,809668
18.99,21:41:30.437345,3,2021-05-25,1007.08,57.97,884489
20.25,21:41:33.556356,4,2021-05-25,1006.96,57.56,12586787
20.29,21:41:36.675468,5,2021-05-25,1006.28,50.83,11911112
20.15,21:41:40.796341,0,2021-05-25,1007.29,55.42,1485588
20.42,21:41:43.915637,1,2021-05-25,1006.64,52.26,10297791
20.75,21:41:47.033468,2,2021-05-25,1007.03,51.53,807229
18.98,21:41:50.151520,3,2021-05-25,1007.06,57.99,883906
20.25,21:41:53.270708,4,2021-05-25,1006.96,57.71,12586787
20.30,21:41:56.389834,5,2021-05-25,1006.27,50.89,11897892
20.15,21:42:00.511045,0,2021-05-25,1007.29,55.43,1482301
20.42,21:42:03.630733,1,2021-05-25,1006.64,52.20,10307693
20.73,21:42:06.748634,2,2021-05-25,1007.01,51.55,810648
18.98,21:42:09.866565,3,2021-05-25,1007.05,57.97,883906
20.25,21:42:12.985690,4,2021-05-25,1006.94,57.71,12586787
20.30,21:42:16.105366,5,2021-05-25,1006.24,50.82,11858408
20.13,21:42:20.226360,0,2021-05-25,1007.31,55.38,1482301
20.40,21:42:23.345616,1,2021-05-25,1006.64,52.12,10317614
